,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Abbreviation,Genus,Species,Sex,Age
37773,133.4267419855418,-101.62760328565105,21.125902286593096,-11.518250501821285,4.621089320258804,-1.5195506944145252,0.5834097790910577,-7.182875113094638,1.410029836695451,0.21641141195689695,-2.5048142403236295,1.0385277217334454,1.3705922346842692,0.4191195163440219,-0.8628732661555211,1.5305663766012123,-0.04343060385610447,0.98886390335289,0.14043942334206322,-0.7775686457841217,-0.6977826838157094,-0.4069794342482989,0.6074992254738187,-1.3094880235544903,1.5551898272728546,-0.30182230363859874,-0.4330511740732968,0.03765075412543386,-0.2796177308179255,-0.42103971742850443,Ph,Presbytis,hosei,U,A
37772,145.34474037656068,-108.22981151468335,21.121389669851506,-14.982878798621474,2.2993353195975113,-2.3540399127254923,0.431199061088232,-5.266929855824344,-1.4244692064365245,-1.4519527526068774,-0.9186957494249364,0.6146473446695895,3.0709916685198375,0.9770207470723666,-0.9079893404423338,2.662491425638612,0.04654650761533695,1.4344866330308275,0.9795718690185622,-0.4961459268982757,-0.10512432311414295,-0.5697392621138738,0.6693459083371004,-0.8059536813048516,1.5830424149547946,0.215339860829049,-0.2995502561413344,0.7094718235161009,0.8763819393953377,-0.15013270195983094,Ph,Presbytis,hosei,F,A
22276,137.77334150718653,-107.16274290993142,18.232497418898273,-17.11629448531542,3.016808955379221,-5.295233795701085,1.7168950238735299,-1.6689138170451774,-1.9174779831525173,0.6011197043640479,0.3370163977835284,3.089589769909298,1.5850570377750315,2.166574927506525,0.692130671018148,0.7270630944367494,2.6865376891226265,0.5830420699534528,0.38769670382283766,0.13279918654857864,-0.5467102486494684,1.7150161217405113,1.2691928995704298,-0.3973726806482476,-0.8131079561395893,-0.481467764354429,-0.24302549088278572,-0.537644241482974,-0.14029168197146127,0.08215768145682258,Pr,Presbytis,rubicunda,U,A
37776,141.52373890911144,-107.43662597314814,17.448082822011838,-16.861468759988675,3.382893805659612,-1.0712858855031968,1.768891298706977,-2.735232089977108,-1.1367002819800835,-2.706925139715093,-4.145276540698765,-0.739939217458272,-1.9362201816006632,1.677737284405221,-1.9474185062308529,2.1114924429309117,2.131939628648489,0.2548117985434414,0.5435052627914551,-0.9526070579444977,-0.025537042351418127,0.9720699085749747,-0.06656844142034615,0.001963782715716436,0.6563271616295192,0.5869411901760841,-0.04363863577859081,-0.5186986310411242,-1.051099847469142,0.5423536203034622,Pr,Presbytis,rubicunda,M,A
37777,142.35790641437137,-97.19529365413574,10.511391033751456,-6.520641496508771,3.5555063517466627,1.6523899820226318,-0.6559191670508694,-5.373074594997886,-1.4668411820779792,-2.6265438429940495,-0.6808108782371013,0.7825846884056139,2.225192484102948,-1.7787730400193327,1.2304306281707558,3.714323076136517,1.4158507515165684,0.6577044690434676,-1.270475747018248,-0.8911209493387479,0.3271660679001565,-0.17467532381109674,0.3683144852744039,-0.7007083312964586,-0.4508733494029584,0.6538512941264155,0.7183186351169267,0.7987215718337091,-0.3967486341480027,0.8447722787852876,Pr,Presbytis,rubicunda,F,A
7088,127.19067431650474,-98.58805211093502,16.76162669782065,-12.074791281735529,5.065269688100935,-3.748794984061508,2.1819758675417664,-1.6884005267936564,3.655501476874749,1.2404851313182255,0.17798503662965237,0.10012933418654026,-0.8545390088389941,-1.94951474638467,0.19040068643749603,0.6280008964277219,0.6788033142614901,-1.3567934227608889,-1.7634575865498658,-1.1730415662128282,0.8988878833827678,-0.10393220951677727,0.16976483670226167,0.7476970159480765,1.0578313774841845,-0.10283778271875232,0.02441553762279888,-0.5529218814392225,0.056011727384949125,0.04507619710240766,Cm,Cercopithecus,mitis,F,A
39390,122.90060659096785,-93.39105307602301,16.829500465251762,-4.604619835442962,2.9978827250600943,1.0340246006063774,-0.45826016775899114,-1.9427154653820082,1.015997437741249,2.691626613534459,1.0011335569576034,-2.809692300432977,0.5987647103466468,-1.8116642806663756,-0.7287433135327567,0.0023311577212910967,0.4454379601882616,-0.8279022127518832,-2.3093648816750805,-1.0849500323040269,0.8617585232077132,0.2717401696276486,0.387997580349919,-0.28016192773946647,0.31213828292617524,0.4320742647049419,-0.8143780273100224,0.558849383269055,-0.44227318064828147,-0.28927360930755613,Cm,Cercopithecus,mitis,U,A
44268,129.8202656522746,-105.34503051491491,13.053786593798383,-14.21381775737158,0.8634417539907268,-3.5783965801580497,0.7680908957031191,0.16573500902102853,1.528786082510117,4.128749997449088,3.0068893650443687,-0.42139665917903246,-0.6384965079114207,1.6297893298196569,-2.0121375644240542,-3.1923172457143494,1.679983769978248,-2.2675102239695337,0.7280575096572721,0.19207548604457242,-1.4493682043451492,0.5408870921045403,-0.5257988126419662,0.715241697755617,-0.3196680420739429,-2.037714019216177,0.339314311885452,0.33455710072231243,-0.1808031497352178,-0.21776805132673047,Cm,Cercopithecus,mitis,F,A
26832,136.30583860379585,-103.01208875430677,8.791377393870313,-13.122486153773096,1.3544703306463965,0.4437811070604559,-0.37498623934201564,-1.7467281752920112,1.7398440567976858,0.2179280840202415,-2.4943899410934085,-2.5533084601357765,-0.7587990510041264,1.66435774902523,-1.5166258369378347,-1.1420098213659156,-1.4402818687497159,-2.3149423476102227,-0.428935051541284,-1.148619143021797,1.161659313392333,0.3416047133247533,-0.3288578394218152,-0.4196420292850709,0.2334344178769505,0.20232206356213456,0.23268917843621903,-0.30187034263321794,0.5004808296328186,-0.29767523270813195,Cm,Cercopithecus,mitis,F,A
39389,139.9163742358789,-101.67229234165407,10.385639452751162,-8.242780394335158,-0.5155827206957424,2.378753358984125,-0.8132297796644424,-1.9441766263714733,0.5532747410327276,2.572643205086532,2.4640938233461283,-2.10936023462695,0.512992906087562,-0.3152313554457515,-0.18298295748610255,-0.6175381887390771,-1.7027956203342032,0.9669101864140934,1.0337252000524102,-1.2318407756806626,0.6299816735605898,0.6614945994800864,-0.008598416542338899,-0.7161020572049348,-0.4644342706490719,-0.8603749595281427,0.12015121202200305,0.026949181461246068,0.1375474976569041,0.1817647829761028,Cm,Cercopithecus,mitis,F,A
